SNOMED;Diagnóstico;Topografia;CID
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
M-90100;Revisão de Lâmina;" Rakha E.A. et al, 2025 (Histopathology).2- No material examinado não há indícios morfológicos de malignidade.3- Está indicada a correlação com os achados clínicos, dos exames de imagem e evolutivos.4- Este diagnóstico foi baseado na avaliação de novos cortes aprofundados já obtidos a partir do(s) bloco(s) de parafina.5- Foi solicitada a realização de estudo imuno-histoquímico para complementação diagnóstica.""";D099
